Date,SSH,SST,SSS,MLD
2013-12-15,-0.09,26.52,36.23,52.49
2013-12-16,-0.07,26.54,36.22,48.37
2013-12-17,-0.08,26.40,36.25,42.12
2013-12-18,-0.12,26.32,36.26,49.90
2013-12-19,-0.05,26.45,36.25,42.88
2013-12-20,-0.05,26.53,36.22,38.76
2013-12-21,-0.08,26.58,36.21,37.39
2013-12-22,-0.08,26.60,36.25,35.10
2013-12-23,-0.08,26.55,36.25,34.64
2013-12-24,-0.08,26.56,36.24,45.78
2013-12-25,-0.06,26.52,36.22,46.24
2013-12-26,-0.09,26.41,36.16,29.30
2013-12-27,-0.10,26.35,36.15,25.94
2013-12-28,-0.08,26.37,36.13,17.85
2013-12-29,-0.10,25.83,36.15,21.52
2013-12-30,-0.13,25.68,36.20,41.96
2013-12-31,-0.11,26.18,36.19,36.62
2014-01-01,-0.10,26.29,36.20,38.61
2014-01-02,-0.08,26.46,36.16,31.43
2014-01-03,-0.09,26.28,36.18,52.19
2014-01-04,-0.04,26.33,36.14,54.02
2014-01-05,-0.04,26.35,36.12,39.52
2014-01-06,-0.04,26.44,36.10,31.59
2014-01-07,-0.03,26.21,36.13,54.93
2014-01-08,-0.01,26.21,36.12,61.80
2014-01-09,-0.02,26.25,36.14,54.48
2014-01-10,-0.03,26.20,36.14,58.75
2014-01-11,-0.06,26.12,36.14,62.87
2014-01-12,-0.09,26.03,36.14,57.37
2014-01-13,-0.06,26.15,36.09,55.85
2014-01-14,-0.06,26.31,36.09,48.37
2014-01-15,-0.07,26.35,36.06,41.05
2014-01-16,-0.06,26.47,36.00,48.37
2014-01-17,-0.05,26.37,36.01,42.73
2014-01-18,-0.08,26.04,36.08,54.63
2014-01-19,-0.05,26.03,36.13,47.91
2014-01-20,-0.02,26.12,36.17,56.76
2014-01-21,-0.01,25.96,36.21,66.38
2014-01-22,-0.03,25.73,36.21,66.38
2014-01-23,-0.03,25.51,36.18,62.87
2014-01-24,-0.08,24.93,36.22,39.98
2014-01-25,-0.09,24.91,36.19,37.08
2014-01-26,-0.06,25.07,36.17,53.56
2014-01-27,-0.04,25.20,36.16,59.51
2014-01-28,-0.04,25.07,36.19,51.88
2014-01-29,-0.08,24.81,36.22,46.54
2014-01-30,-0.10,24.67,36.26,50.97
2014-01-31,-0.10,24.65,36.25,39.37
2014-02-01,-0.12,24.40,36.23,16.94
2014-02-02,-0.12,24.56,36.21,16.17
2014-02-03,-0.12,24.57,36.24,14.19
2014-02-04,-0.11,24.54,36.28,25.48
2014-02-05,-0.12,24.43,36.28,26.55
2014-02-06,-0.12,24.98,36.28,30.67
2014-02-07,-0.09,25.15,36.25,37.08
2014-02-08,-0.14,24.48,36.25,28.38
2014-02-09,-0.14,24.30,36.24,17.09
2014-02-10,-0.12,24.95,36.20,19.07
2014-02-11,-0.11,24.92,36.24,21.06
2014-02-12,-0.13,24.46,36.26,27.31
2014-02-13,-0.14,24.43,36.27,17.40
2014-02-14,-0.06,25.00,36.26,39.98
2014-02-15,-0.02,25.41,36.22,51.12
2014-02-16,-0.02,25.34,36.23,65.46
2014-02-17,-0.08,24.76,36.27,48.22
2014-02-18,-0.09,24.94,36.28,19.99
2014-02-19,-0.06,25.57,36.20,40.59
2014-02-20,-0.05,25.63,36.18,39.22
2014-02-21,-0.04,25.71,36.22,42.73
2014-02-22,-0.06,25.74,36.25,37.54
2014-02-23,-0.09,25.61,36.24,32.81
2014-02-24,-0.14,25.61,36.23,19.38
2014-02-25,-0.10,26.18,36.19,18.92
2014-02-26,-0.07,26.38,36.16,29.76
2014-02-27,-0.07,26.05,36.20,47.15
2014-02-28,-0.08,25.88,36.21,37.39
2014-03-01,-0.08,25.78,36.24,38.45
2014-03-02,-0.07,25.90,36.26,30.06
2014-03-03,-0.10,25.75,36.28,33.72
2014-03-04,-0.09,25.76,36.27,40.28
2014-03-05,-0.10,25.74,36.26,26.25
2014-03-06,-0.10,25.58,36.26,37.39
2014-03-07,-0.10,25.50,36.28,41.81
2014-03-08,-0.09,25.48,36.29,57.83
2014-03-09,-0.10,25.38,36.30,52.80
2014-03-10,-0.09,25.18,36.29,43.64
2014-03-11,-0.11,25.16,36.29,34.49
2014-03-12,-0.12,25.00,36.28,33.27
2014-03-13,-0.15,24.73,36.30,39.37
2014-03-14,-0.14,24.38,36.32,41.51
2014-03-15,-0.18,24.25,36.34,41.05
2014-03-16,-0.19,24.17,36.35,39.98
2014-03-17,-0.20,23.76,36.34,30.82
2014-03-18,-0.20,23.50,36.22,13.73
2014-03-19,-0.19,23.88,36.29,19.68
2014-03-20,-0.19,24.21,36.36,21.67
2014-03-21,-0.21,23.81,36.37,23.50
2014-03-22,-0.22,23.82,36.36,17.09
2014-03-23,-0.20,24.17,36.35,24.87
2014-03-24,-0.16,24.77,36.35,22.58
2014-03-25,-0.18,24.91,36.35,19.53
2014-03-26,-0.16,24.92,36.37,31.59
2014-03-27,-0.13,25.12,36.37,25.64
2014-03-28,-0.16,24.82,36.37,23.65
2014-03-29,-0.15,25.07,36.36,22.13
2014-03-30,-0.16,25.26,36.34,38.30
2014-03-31,-0.15,25.24,36.35,33.72
2014-04-01,-0.15,25.52,36.35,24.87
2014-04-02,-0.15,25.59,36.34,13.43
2014-04-03,-0.15,25.50,36.35,19.68
2014-04-04,-0.16,25.34,36.35,16.17
2014-04-05,-0.16,25.69,36.36,15.72
2014-04-06,-0.15,25.85,36.37,11.44
2014-04-07,-0.15,25.79,36.38,15.72
2014-04-08,-0.18,25.35,36.37,22.28
2014-04-09,-0.20,25.01,36.38,32.04
2014-04-10,-0.18,25.52,36.39,16.17
2014-04-11,-0.16,25.68,36.38,21.06
2014-04-12,-0.17,25.67,36.39,13.89
2014-04-13,-0.17,25.63,36.38,12.36
2014-04-14,-0.16,25.95,36.36,19.53
2014-04-15,-0.18,25.74,36.37,16.33
2014-04-16,-0.19,25.13,36.39,17.24
2014-04-17,-0.13,25.85,36.37,16.17
2014-04-18,-0.11,25.97,36.35,19.07
2014-04-19,-0.11,25.84,36.32,15.41
2014-04-20,-0.09,25.91,36.31,17.70
2014-04-21,-0.05,26.26,36.31,23.19
2014-04-22,-0.03,26.40,36.30,19.38
2014-04-23,-0.01,26.55,36.28,23.04
2014-04-24,-0.02,26.67,36.30,21.52
2014-04-25,-0.04,26.57,36.30,17.85
2014-04-26,-0.07,26.53,36.30,14.65
2014-04-27,-0.06,26.84,36.26,15.11
2014-04-28,-0.09,26.58,36.29,11.60
2014-04-29,-0.10,26.75,36.28,15.26
2014-04-30,-0.09,26.47,36.29,13.73
2014-05-01,-0.10,26.19,36.28,11.90
2014-05-02,-0.09,26.68,36.20,10.68
2014-05-03,-0.07,26.47,36.23,10.53
2014-05-04,-0.07,26.91,36.25,18.62
2014-05-05,-0.07,27.06,36.27,17.09
2014-05-06,-0.04,27.35,36.29,18.46
2014-05-07,-0.05,27.46,36.33,13.89
2014-05-08,-0.08,26.91,36.34,17.40
2014-05-09,-0.07,27.11,36.35,14.95
2014-05-10,-0.02,27.37,36.34,20.14
2014-05-11,-0.02,27.31,36.36,19.53
2014-05-12,-0.02,27.23,36.35,23.19
2014-05-13,-0.03,27.09,36.36,21.36
2014-05-14,-0.07,26.85,36.37,16.02
2014-05-15,-0.11,26.41,36.36,20.29
2014-05-16,-0.11,26.89,36.32,26.70
2014-05-17,-0.09,27.02,36.29,38.45
2014-05-18,-0.09,26.97,36.30,33.11
2014-05-19,-0.09,26.93,36.34,27.16
2014-05-20,-0.13,26.57,36.37,22.13
2014-05-21,-0.09,27.21,36.37,20.45
2014-05-22,-0.05,27.24,36.38,23.35
2014-05-23,-0.04,27.36,36.39,15.41
2014-05-24,-0.06,27.54,36.39,10.68
2014-05-25,-0.05,27.31,36.41,13.12
2014-05-26,-0.06,27.33,36.43,18.31
2014-05-27,-0.06,27.24,36.43,18.62
2014-05-28,-0.09,27.11,36.43,21.06
2014-05-29,-0.08,27.28,36.41,12.82
2014-05-30,-0.07,27.20,36.37,11.29
2014-05-31,-0.07,27.33,36.34,11.60
2014-06-01,-0.06,27.22,36.33,12.21
2014-06-02,-0.05,27.06,36.33,25.79
2014-06-03,-0.06,26.88,36.34,24.72
2014-06-04,-0.05,27.15,36.33,19.68
2014-06-05,-0.06,27.23,36.31,16.63
2014-06-06,-0.05,27.34,36.30,15.26
2014-06-07,-0.06,27.62,36.28,14.95
2014-06-08,-0.06,28.18,36.23,10.53
2014-06-09,-0.06,28.45,36.21,10.83
2014-06-10,-0.06,28.81,36.19,10.68
2014-06-11,-0.09,28.64,36.21,10.53
2014-06-12,-0.11,28.10,36.24,12.82
2014-06-13,-0.11,27.90,36.26,12.36
2014-06-14,-0.10,27.55,36.31,14.80
2014-06-15,-0.11,27.59,36.35,16.02
2014-06-16,-0.13,27.75,36.37,10.53
2014-06-17,-0.13,27.64,36.38,10.53
2014-06-18,-0.13,28.03,36.36,11.14
2014-06-19,-0.14,27.95,36.34,10.83
2014-06-20,-0.17,27.90,36.33,10.53
2014-06-21,-0.16,27.78,36.31,10.53
2014-06-22,-0.16,27.95,36.33,12.36
2014-06-23,-0.14,28.39,36.34,13.12
2014-06-24,-0.13,28.31,36.36,12.82
2014-06-25,-0.13,28.17,36.36,10.68
2014-06-26,-0.09,28.66,36.36,10.53
2014-06-27,-0.05,28.82,36.34,13.58
2014-06-28,-0.05,28.79,36.34,10.99
2014-06-29,-0.06,28.98,36.31,10.99
2014-06-30,-0.10,28.47,36.33,13.12
2014-07-01,-0.12,28.61,36.32,10.83
2014-07-02,-0.17,28.34,36.29,10.53
2014-07-03,-0.19,27.75,36.26,11.75
2014-07-04,-0.19,28.17,36.28,12.97
2014-07-05,-0.18,28.22,36.27,10.53
2014-07-06,-0.17,28.50,36.26,10.99
2014-07-07,-0.20,28.47,36.26,12.97
2014-07-08,-0.20,28.02,36.22,11.60
2014-07-09,-0.18,28.90,36.21,13.58
2014-07-10,-0.14,29.48,36.22,11.75
2014-07-11,-0.15,29.47,36.21,14.19
2014-07-12,-0.15,29.68,36.17,10.83
2014-07-13,-0.17,28.96,36.19,10.68
2014-07-14,-0.20,28.46,36.22,10.53
2014-07-15,-0.13,29.57,36.19,13.89
2014-07-16,-0.13,29.53,36.16,11.60
2014-07-17,-0.17,28.60,36.19,11.29
2014-07-18,-0.19,28.53,36.20,10.53
2014-07-19,-0.13,29.54,36.20,14.19
2014-07-20,-0.12,29.64,36.21,10.99
2014-07-21,-0.15,28.71,36.22,10.38
2014-07-22,-0.06,29.36,36.18,10.99
2014-07-23,-0.05,29.62,36.17,10.53
2014-07-24,-0.08,29.50,36.20,11.90
2014-07-25,-0.13,29.24,36.20,10.53
2014-07-26,-0.14,28.89,36.21,10.99
2014-07-27,-0.05,29.74,36.22,15.72
2014-07-28,-0.02,29.99,36.22,10.53
2014-07-29,-0.03,29.89,36.25,10.83
2014-07-30,-0.07,29.69,36.28,10.68
2014-07-31,-0.09,29.48,36.28,10.53
2014-08-01,-0.12,29.00,36.24,10.53
2014-08-02,-0.11,28.64,36.27,10.53
2014-08-03,-0.07,29.57,36.32,10.83
2014-08-04,-0.06,29.29,36.30,12.82
2014-08-05,-0.06,29.47,36.29,10.53
2014-08-06,-0.06,29.25,36.32,10.53
2014-08-07,-0.06,29.81,36.34,10.53
2014-08-08,-0.02,30.08,36.34,10.53
2014-08-09,-0.01,30.31,36.29,10.53
2014-08-10,0.00,30.38,36.25,10.53
2014-08-11,-0.01,30.19,36.21,13.58
2014-08-12,-0.02,30.30,36.18,15.72
2014-08-13,-0.04,29.94,36.19,12.97
2014-08-14,-0.04,30.25,36.12,13.58
2014-08-15,-0.02,30.39,36.09,12.97
2014-08-16,-0.01,30.10,36.09,13.12
2014-08-17,-0.02,29.99,36.12,11.75
2014-08-18,-0.06,29.93,36.16,12.51
2014-08-19,-0.10,29.75,36.18,10.38
2014-08-20,-0.10,29.48,36.22,12.21
2014-08-21,-0.10,29.77,36.21,10.38
2014-08-22,-0.11,30.23,36.22,10.53
2014-08-23,-0.11,30.18,36.23,10.68
2014-08-24,-0.08,30.18,36.25,10.68
2014-08-25,-0.05,29.74,36.26,18.77
2014-08-26,-0.06,29.60,36.28,22.43
2014-08-27,-0.08,29.40,36.31,22.28
2014-08-28,-0.10,29.52,36.33,15.41
2014-08-29,-0.08,29.76,36.32,12.21
2014-08-30,-0.02,30.31,36.27,12.51
2014-08-31,-0.00,30.28,36.21,10.99
2014-09-01,-0.02,30.16,36.11,11.60
2014-09-02,0.01,30.56,35.98,11.14
2014-09-03,0.02,30.28,35.91,11.75
2014-09-04,0.03,30.19,35.90,13.73
2014-09-05,0.05,29.96,35.90,10.99
2014-09-06,0.05,30.07,35.95,11.29
2014-09-07,0.02,29.87,36.07,12.05
2014-09-08,0.03,30.01,36.23,14.65
2014-09-09,0.02,30.02,36.31,15.26
2014-09-10,0.02,30.12,36.29,11.60
2014-09-11,0.04,29.94,36.29,19.84
2014-09-12,0.04,30.00,36.31,16.79
2014-09-13,0.03,29.97,36.30,13.28
2014-09-14,0.03,29.85,36.35,27.47
2014-09-15,0.00,29.84,36.34,23.04
2014-09-16,-0.02,29.63,36.32,15.26
2014-09-17,-0.04,29.37,36.26,18.92
2014-09-18,-0.05,29.08,36.23,21.36
2014-09-19,-0.04,29.15,36.10,14.65
2014-09-20,-0.01,29.31,36.04,17.24
2014-09-21,-0.03,29.28,36.07,27.31
2014-09-22,-0.05,29.41,36.01,18.16
2014-09-23,-0.04,29.41,35.90,13.58
2014-09-24,-0.00,29.53,35.84,12.67
2014-09-25,0.00,29.60,35.66,14.80
2014-09-26,0.01,29.59,35.71,13.43
2014-09-27,0.03,29.84,35.61,17.09
2014-09-28,0.02,29.82,35.55,16.79
2014-09-29,0.01,29.59,35.60,16.33
2014-09-30,-0.00,29.43,35.58,16.02
2014-10-01,-0.02,29.47,35.65,19.53
2014-10-02,0.01,29.56,35.82,26.25
2014-10-03,0.04,29.39,35.82,21.06
2014-10-04,0.05,29.36,35.70,16.17
2014-10-05,0.06,29.16,35.69,28.08
2014-10-06,0.07,29.03,35.77,31.43
2014-10-07,0.05,28.98,35.66,24.72
2014-10-08,0.06,29.15,35.65,17.09
2014-10-09,0.05,29.12,35.85,17.24
2014-10-10,0.04,29.11,35.76,17.70
2014-10-11,0.00,29.05,35.80,17.55
2014-10-12,-0.03,28.86,35.89,16.79
2014-10-13,-0.02,28.85,35.92,14.65
2014-10-14,-0.04,28.82,35.90,19.68
2014-10-15,-0.06,28.73,35.85,22.13
2014-10-16,-0.09,28.26,35.98,26.09
2014-10-17,-0.09,28.29,36.12,20.29
2014-10-18,-0.06,28.20,36.04,28.69
2014-10-19,-0.05,28.41,36.02,22.89
2014-10-20,-0.01,28.60,36.04,34.03
2014-10-21,-0.03,28.43,36.10,30.67
2014-10-22,-0.03,28.40,36.06,20.60
2014-10-23,-0.02,28.08,35.95,26.40
2014-10-24,-0.02,27.94,35.87,18.62
2014-10-25,-0.01,27.92,35.85,24.26
2014-10-26,-0.03,27.66,35.91,30.67
2014-10-27,-0.03,27.75,35.91,28.08
2014-10-28,-0.03,27.83,35.92,20.29
2014-10-29,-0.02,27.82,35.94,25.64
2014-10-30,-0.01,27.81,35.99,31.13
2014-10-31,-0.02,27.69,35.94,34.18
2014-11-01,-0.04,27.32,35.93,43.95
2014-11-02,-0.01,26.82,36.01,56.61
2014-11-03,0.04,26.69,36.05,54.17
2014-11-04,0.04,26.54,35.99,55.39
2014-11-05,0.01,26.47,35.94,49.13
2014-11-06,-0.02,26.40,35.94,38.45
2014-11-07,-0.02,26.42,35.98,47.91
2014-11-08,0.00,26.67,36.02,42.12
2014-11-09,-0.01,26.55,35.99,37.23
2014-11-10,0.00,27.11,36.04,44.56
2014-11-11,-0.01,27.17,36.15,55.39
2014-11-12,0.01,27.05,36.25,52.64
2014-11-13,0.01,27.06,36.30,50.51
2014-11-14,-0.00,27.02,36.31,48.52
2014-11-15,-0.01,26.91,36.31,59.21
2014-11-16,-0.04,26.84,36.30,44.71
2014-11-17,-0.07,26.95,36.34,47.61
2014-11-18,-0.08,27.04,36.38,48.22
2014-11-19,-0.07,26.93,36.39,61.04
2014-11-20,-0.07,26.88,36.37,58.44
2014-11-21,-0.05,26.95,36.34,67.45
2014-11-22,-0.03,26.93,36.33,71.87
2014-11-23,-0.03,26.85,36.33,75.23
2014-11-24,-0.03,26.74,36.32,51.12
2014-11-25,-0.06,26.79,36.30,38.76
2014-11-26,-0.04,26.99,36.30,48.07
2014-11-27,-0.03,27.05,36.33,67.90
2014-11-28,-0.01,26.88,36.33,71.11
2014-11-29,-0.01,26.86,36.30,65.61
2014-11-30,-0.03,26.81,36.31,36.32
2014-12-01,-0.03,26.68,36.33,50.36
2014-12-02,0.00,26.59,36.34,76.75
2014-12-03,-0.01,26.25,36.34,44.10
2014-12-04,0.03,26.45,36.38,71.72
2014-12-05,0.06,26.43,36.37,81.33
2014-12-06,0.04,26.40,36.32,51.88
2014-12-07,0.02,26.17,36.26,79.96
2014-12-08,0.05,26.10,36.27,94.45
2014-12-09,0.03,26.02,36.26,87.28
2014-12-10,0.05,25.98,36.27,84.54
2014-12-11,0.08,25.95,36.26,92.32
2014-12-12,0.06,25.80,36.24,85.91
2014-12-13,0.02,25.70,36.24,89.88
2014-12-14,-0.01,25.62,36.26,85.76
2014-12-15,0.02,25.82,36.31,86.06
2014-12-16,0.05,26.03,36.37,84.38
2014-12-17,0.04,25.96,36.37,98.73
2014-12-18,0.02,25.74,36.39,90.95
2014-12-19,-0.02,25.53,36.42,87.28
2014-12-20,-0.02,25.53,36.43,73.85
2014-12-21,-0.02,25.74,36.40,53.56
2014-12-22,-0.03,25.89,36.36,48.83
2014-12-23,-0.04,25.56,36.30,44.71
2014-12-24,-0.04,25.27,36.28,54.93
2014-12-25,-0.07,25.20,36.27,60.12
2014-12-26,-0.06,25.38,36.24,57.99
2014-12-27,-0.08,25.43,36.24,52.64
2014-12-28,-0.07,25.51,36.25,34.33
2014-12-29,-0.05,25.74,36.26,22.74
2014-12-30,-0.02,25.85,36.31,51.42
2014-12-31,-0.01,26.06,36.38,71.72
2015-01-01,-0.02,26.00,36.38,61.80
2015-01-02,-0.05,26.07,36.37,54.93
2015-01-03,-0.05,26.05,36.36,48.37
2015-01-04,-0.05,25.99,36.37,53.87
2015-01-05,-0.05,26.03,36.38,50.66
2015-01-06,-0.05,26.00,36.37,56.76
2015-01-07,-0.06,25.89,36.38,51.73
2015-01-08,-0.05,25.83,36.39,56.31
2015-01-09,-0.02,26.03,36.38,57.37
2015-01-10,-0.02,25.92,36.37,64.09
2015-01-11,-0.01,25.71,36.38,63.63
2015-01-12,-0.03,25.68,36.36,60.73
2015-01-13,-0.03,25.78,36.35,54.63
2015-01-14,-0.01,25.71,36.34,49.13
2015-01-15,0.00,25.57,36.34,51.42
2015-01-16,0.02,25.39,36.34,56.92
2015-01-17,0.03,25.37,36.33,60.58
2015-01-18,0.01,25.33,36.33,67.29
2015-01-19,0.00,25.25,36.33,81.48
2015-01-20,-0.00,25.30,36.33,81.64
2015-01-21,-0.01,25.23,36.32,67.45
2015-01-22,-0.03,25.08,36.32,43.79
2015-01-23,-0.04,24.96,36.32,57.07
2015-01-24,-0.09,24.71,36.33,72.33
2015-01-25,-0.10,24.54,36.34,69.73
2015-01-26,-0.13,24.30,36.34,68.82
2015-01-27,-0.17,23.98,36.34,60.88
2015-01-28,-0.20,23.49,36.34,58.75
2015-01-29,-0.17,23.44,36.32,33.42
2015-01-30,-0.17,23.41,36.32,39.83
2015-01-31,-0.14,23.76,36.31,31.89
2015-02-01,-0.13,23.92,36.30,34.79
2015-02-02,-0.15,23.86,36.31,58.90
2015-02-03,-0.11,24.13,36.30,63.78
2015-02-04,-0.11,23.90,36.30,65.92
2015-02-05,-0.09,24.29,36.29,21.21
2015-02-06,-0.05,24.57,36.30,59.66
2015-02-07,-0.03,24.62,36.31,74.01
2015-02-08,-0.03,24.63,36.31,79.96
2015-02-09,-0.02,24.70,36.31,71.26
2015-02-10,-0.01,24.56,36.31,76.75
2015-02-11,0.02,24.50,36.30,84.08
2015-02-12,0.02,24.66,36.21,47.61
2015-02-13,0.00,24.83,36.17,53.56
2015-02-14,0.00,24.73,36.13,53.41
2015-02-15,-0.03,24.73,36.13,52.95
2015-02-16,-0.03,24.59,36.15,53.10
2015-02-17,-0.04,24.82,36.16,48.98
2015-02-18,-0.03,24.90,36.16,50.66
2015-02-19,-0.07,24.59,36.14,59.05
2015-02-20,-0.05,24.52,36.17,60.88
2015-02-21,-0.04,24.36,36.23,57.53
2015-02-22,-0.09,24.16,36.22,43.64
2015-02-23,-0.12,24.21,36.22,35.86
2015-02-24,-0.14,23.82,36.25,24.41
2015-02-25,-0.19,23.47,36.31,21.06
2015-02-26,-0.21,23.40,36.33,24.41
2015-02-27,-0.19,23.40,36.35,39.83
2015-02-28,-0.18,23.04,36.37,30.06
2015-03-01,-0.14,23.37,36.37,19.53
2015-03-02,-0.11,24.04,36.36,15.72
2015-03-03,-0.06,24.40,36.37,16.17
2015-03-04,-0.07,24.37,36.40,21.21
2015-03-05,-0.10,24.29,36.41,20.91
2015-03-06,-0.10,24.26,36.41,32.65
2015-03-07,-0.10,24.50,36.42,25.64
2015-03-08,-0.11,24.49,36.46,35.10
2015-03-09,-0.11,24.51,36.46,18.62
2015-03-10,-0.10,24.57,36.45,23.50
2015-03-11,-0.11,24.56,36.41,14.50
2015-03-12,-0.12,24.69,36.39,12.05
2015-03-13,-0.08,24.84,36.40,23.04
2015-03-14,-0.10,24.75,36.41,21.36
2015-03-15,-0.15,24.66,36.36,15.87
2015-03-16,-0.14,24.64,36.38,13.58
2015-03-17,-0.13,24.76,36.36,20.75
2015-03-18,-0.09,24.81,36.37,19.07
2015-03-19,-0.06,24.86,36.36,23.50
2015-03-20,-0.07,25.23,36.36,16.33
2015-03-21,-0.09,25.37,36.36,10.68
2015-03-22,-0.09,25.33,36.36,10.53
2015-03-23,-0.11,25.13,36.34,11.29
2015-03-24,-0.11,25.13,36.35,15.56
2015-03-25,-0.13,25.22,36.36,12.36
2015-03-26,-0.15,25.14,36.37,10.53
2015-03-27,-0.17,24.94,36.36,15.11
2015-03-28,-0.17,24.23,36.41,21.82
2015-03-29,-0.15,23.93,36.42,28.99
2015-03-30,-0.13,24.09,36.40,31.43
2015-03-31,-0.12,24.51,36.35,22.89
2015-04-01,-0.13,24.74,36.36,21.97
2015-04-02,-0.13,24.61,36.34,11.44
2015-04-03,-0.15,25.11,36.31,14.04
2015-04-04,-0.17,25.10,36.32,12.36
2015-04-05,-0.14,25.36,36.28,16.94
2015-04-06,-0.15,25.25,36.28,16.33
2015-04-07,-0.18,25.48,36.28,10.68
2015-04-08,-0.18,25.63,36.31,12.36
2015-04-09,-0.18,25.43,36.32,10.83
2015-04-10,-0.14,25.80,36.33,19.23
2015-04-11,-0.13,26.09,36.34,16.17
2015-04-12,-0.09,26.15,36.33,11.60
2015-04-13,-0.09,26.03,36.34,15.41
2015-04-14,-0.11,25.94,36.32,13.73
2015-04-15,-0.11,26.34,36.30,10.83
2015-04-16,-0.10,26.64,36.31,10.53
2015-04-17,-0.11,26.23,36.32,11.44
2015-04-18,-0.15,26.18,36.32,11.29
2015-04-19,-0.15,26.72,36.29,10.53
2015-04-20,-0.14,26.16,36.30,10.53
2015-04-21,-0.11,26.78,36.27,14.50
2015-04-22,-0.08,27.21,36.24,10.99
2015-04-23,-0.08,27.44,36.24,13.58
2015-04-24,-0.06,27.44,36.25,13.28
2015-04-25,-0.08,27.20,36.28,14.19
2015-04-26,-0.07,27.10,36.29,16.17
2015-04-27,-0.00,27.45,36.29,18.92
2015-04-28,-0.00,27.29,36.30,19.99
2015-04-29,-0.03,27.10,36.32,15.11
2015-04-30,-0.06,26.93,36.33,17.70
2015-05-01,-0.06,27.09,36.31,22.58
2015-05-02,-0.05,26.61,36.30,25.33
2015-05-03,-0.03,26.88,36.28,24.72
2015-05-04,-0.05,26.71,36.30,23.04
2015-05-05,-0.04,26.90,36.29,21.52
2015-05-06,-0.04,26.74,36.29,26.09
2015-05-07,-0.05,26.61,36.28,38.30
2015-05-08,-0.06,26.57,36.24,44.40
2015-05-09,-0.05,26.71,36.22,30.21
2015-05-10,-0.02,27.25,36.20,16.79
2015-05-11,-0.02,27.26,36.21,16.94
2015-05-12,-0.04,27.29,36.23,18.46
2015-05-13,-0.05,27.42,36.22,12.67
2015-05-14,-0.06,27.44,36.18,10.53
2015-05-15,-0.07,27.22,36.18,15.56
2015-05-16,-0.09,27.11,36.19,20.29
2015-05-17,-0.10,27.06,36.22,15.56
2015-05-18,-0.11,27.20,36.23,16.63
2015-05-19,-0.11,27.21,36.25,14.50
2015-05-20,-0.11,27.39,36.28,13.89
2015-05-21,-0.10,27.39,36.30,11.60
2015-05-22,-0.09,27.60,36.31,15.26
2015-05-23,-0.09,27.58,36.31,16.17
2015-05-24,-0.09,27.60,36.27,17.55
2015-05-25,-0.09,27.57,36.25,16.02
2015-05-26,-0.10,27.72,36.27,15.11
2015-05-27,-0.12,27.45,36.28,16.63
2015-05-28,-0.15,27.02,36.29,17.09
2015-05-29,-0.15,27.03,36.30,14.95
2015-05-30,-0.15,27.30,36.29,11.75
2015-05-31,-0.15,27.50,36.28,14.65
2015-06-01,-0.15,27.78,36.27,10.99
2015-06-02,-0.14,27.77,36.25,10.83
2015-06-03,-0.13,27.94,36.24,13.89
2015-06-04,-0.15,27.24,36.26,14.65
2015-06-05,-0.15,27.45,36.26,10.53
2015-06-06,-0.06,28.35,36.27,16.94
2015-06-07,-0.02,28.31,36.25,14.19
2015-06-08,-0.03,28.26,36.23,21.97
2015-06-09,-0.06,28.11,36.24,17.40
2015-06-10,-0.08,27.96,36.26,18.46
2015-06-11,-0.10,27.89,36.27,19.38
2015-06-12,-0.11,28.09,36.29,11.44
2015-06-13,-0.13,28.38,36.25,10.99
2015-06-14,-0.15,28.19,36.26,10.38
2015-06-15,-0.14,28.80,36.24,10.53
2015-06-16,-0.11,28.68,36.20,10.53
2015-06-17,-0.12,28.80,36.18,10.53
2015-06-18,-0.11,28.73,36.14,10.53
2015-06-19,-0.11,28.92,36.18,10.53
2015-06-20,-0.10,29.12,36.21,10.53
2015-06-21,-0.11,28.81,36.24,10.53
2015-06-22,-0.09,29.09,36.28,10.68
2015-06-23,-0.08,29.09,36.28,11.75
2015-06-24,-0.08,29.10,36.29,17.85
2015-06-25,-0.09,29.09,36.30,10.38
2015-06-26,-0.09,28.82,36.30,12.82
2015-06-27,-0.08,28.87,36.30,11.29
2015-06-28,-0.08,28.82,36.27,10.53
2015-06-29,-0.08,28.85,36.23,15.41
2015-06-30,-0.10,28.28,36.24,16.33
2015-07-01,-0.10,28.64,36.26,11.60
2015-07-02,-0.09,29.05,36.28,16.17
2015-07-03,-0.10,29.03,36.29,14.34
2015-07-04,-0.12,29.11,36.30,16.33
2015-07-05,-0.16,29.25,36.28,10.38
2015-07-06,-0.17,29.32,36.29,12.67
2015-07-07,-0.19,29.13,36.30,10.83
2015-07-08,-0.20,29.19,36.28,10.38
2015-07-09,-0.24,28.77,36.29,11.29
2015-07-10,-0.28,28.25,36.28,10.53
2015-07-11,-0.29,28.44,36.28,10.53
2015-07-12,-0.30,28.25,36.27,10.53
2015-07-13,-0.26,28.59,36.26,10.83
2015-07-14,-0.25,28.41,36.26,10.53
2015-07-15,-0.24,28.09,36.25,11.90
2015-07-16,-0.19,28.38,36.24,11.75
2015-07-17,-0.12,29.08,36.22,16.48
2015-07-18,-0.09,29.15,36.26,12.36
2015-07-19,-0.10,29.07,36.27,13.12
2015-07-20,-0.10,28.91,36.27,11.90
2015-07-21,-0.07,29.43,36.27,14.50
2015-07-22,-0.03,29.58,36.29,13.73
